Binomial_correct,WD,lnSM,LMA,Hmax,DS
Myrcia vellozoi,0.65,5.499878852,97.07720881,21,EndoZoo
Myrcia vittoriana,0.876666667,5.499878852,97.07720881,11.68532829,EndoZoo
Myrciaria ferruginea,0.852201695,5.583835458,54.69838608,22,EndoZoo
Myrciaria floribunda,0.810083333,5.488467982,55.64514604,30,EndoZoo
Myrciaria guaquiea,0.852201695,5.583835458,54.69838608,11.45743609,EndoZoo
Myrciaria tenella,0.97,5.583835458,82.61368361,6,EndoZoo
Myrsine guianensis,0.584222222,4.057883479,114.0487211,25,EndoZoo
Myrsine umbellata,0.701371312,4.131015732,112.2348389,22,EndoZoo
Naucleopsis caloneura,0.65,6.549607823,103.8142642,20,EndoZoo
Naucleopsis concinna,0.67,6.170956149,76.83583877,21.62962963,EndoZoo
Naucleopsis oblongifolia,0.651,6.146143373,76.83583877,21.62962963,EndoZoo
Nectandra,0.531522079,7.32956755,82.04357397,25.32331183,EndoZoo
Nectandra cuspidata,0.518133333,6.645391016,95.29751388,30,EndoZoo
Nectandra membranacea,0.538805697,6.645391016,70.16214917,35,EndoZoo
Neea floribunda,0.62,4.65396035,77.45933384,22,EndoZoo
Neea macrophylla,0.555415547,5.568825304,96.47440095,15,EndoZoo
Neea madeirana,0.548053851,4.917081125,92.5537117,15.66120296,EndoZoo
Neea oppositifolia,0.891823057,6.201887534,127.4174998,15.66120296,EndoZoo
Neea ovalifolia,0.77,4.917081125,71.10798122,15.66120296,EndoZoo
Neomitranthes obscura,0.89,5.298317367,146.0893489,15,EndoZoo
Neoraputia paraensis,0.806790215,5.403677882,50.48975462,5,SynZoo
Ocotea aciphylla,0.50754979,7.750270291,101.4553577,25,EndoZoo
Ocotea argyrophylla,0.505819271,6.676520899,77.22007723,31,EndoZoo
Ocotea baturitensis,0.539586458,6.676520899,85.49321448,19.95401965,EndoZoo
Ocotea canaliculata,0.547035,7.013115795,70.91553557,30,EndoZoo
Ocotea cernua,0.56698174,3.731938944,76.13347965,15,EndoZoo
Ocotea corymbosa,0.5885,5.749689851,90.26101449,30,EndoZoo
Ocotea cujumary,0.7,6.676520899,80.30446119,8,EndoZoo
Ocotea divaricata,0.539586458,6.676520899,76.90000004,19.95401965,EndoZoo
Ocotea fasciculata,0.59525,6.676520899,85.49321448,28,EndoZoo
Ocotea glauca,0.539586458,6.676520899,85.49321448,19.95401965,EndoZoo
Ocotea glomerata,0.523979905,6.676520899,118.9343786,18,EndoZoo
Ocotea guianensis,0.454821667,1.945910149,119.047619,25.35598407,EndoZoo
Ocotea indecora,0.59634375,6.239842786,87.06562424,25,EndoZoo
Ocotea insignis,0.539586458,6.676520899,85.49321448,19.95401965,EndoZoo
Ocotea leucoxylon,0.487478044,5.177689225,65.1996639,30,EndoZoo
Ocotea longifolia,0.614906806,6.899723107,79.82120053,25,EndoZoo
Ocotea macrophylla,0.539586458,6.676520899,85.49321448,19.95401965,EndoZoo
Ocotea nigrescens,0.52,6.676520899,122.8501229,30,EndoZoo
Ocotea nitida,0.539586458,6.676520899,135.5880523,23.5,EndoZoo
Ocotea olivacea,0.59,6.676520899,82.53636573,15,EndoZoo
Ocotea oppositifolia,0.539586458,6.676520899,85.49321448,19.95401965,EndoZoo
Ocotea pauciflora,0.59,6.676520899,80.8472391,4,EndoZoo
Ocotea percurrens,0.499925,6.676520899,99.26637476,35,EndoZoo
Ocotea petalanthera,0.522610137,6.676520899,85.49321448,14,EndoZoo
Ocotea puberula,0.431427692,4.820616123,69.64858582,35,EndoZoo
Ocotea rubrinervis,0.539586458,6.676520899,98.36710604,19.95401965,EndoZoo
Ocotea tomentella,0.46494,6.676520899,117.6586447,32,EndoZoo
Onychopetalum amazonicum,0.636666667,8.356636609,138.8888889,30,EndoZoo
Ormosia coccinea,0.622120321,6.072747255,118.0626409,34,EndoZoo
Ormosia coutinhoi,0.591273333,9.210340372,162.2,34,EndoZoo
Ormosia flava,0.58,7.401292873,44.905642,35,EndoZoo
Ormosia nobilis,0.58,5.861603269,75.19294507,26.94344305,EndoZoo
Ormosia paraensis,0.66346875,6.109247583,60.95611341,40,EndoZoo
Osteophloeum platyspermum,0.465857143,8.366370302,71.90659707,40,EndoZoo
Ouratea aquatica,0.73780324,5.49872678,105.8909542,7.673,EndoZoo
Ouratea castaneifolia,0.6905,4.585871152,122.5737345,16,EndoZoo
Ouratea conduplicata,0.73780324,5.49872678,105.8909542,18,EndoZoo
Ouratea discophora,0.791,5.49872678,111.4827202,7.673,EndoZoo
Ouratea leprieuri,0.73780324,5.49872678,105.8909542,7.673,EndoZoo
Ouratea odora,0.73780324,5.49872678,105.8909542,7.673,EndoZoo
Oxandra polyantha,0.778,6.434579424,66.39919646,15,EndoZoo
Pachira nervosa,0.47,7.441190697,58.19011628,30,NonZoo
Palicourea,0.517649708,4.454476091,46.97978914,10.024,EndoZoo
Palicourea grandiflora,0.517649708,4.792242346,50.82333807,10.024,EndoZoo
Palicourea guianensis,0.32546974,2.431920891,49.3718628,11.4,EndoZoo
Palicourea macrobotrys,0.517649708,4.454476091,46.97978914,10.024,EndoZoo
Palicourea triphylla,0.517649708,4.454476091,46.97978914,10.024,EndoZoo
Parahancornia fasciculata,0.466605,7.628363594,79.1645794,34,EndoZoo
Paramachaerium ormosioides,0.75,6.401785193,80.25682186,24.49027778,NonZoo
Parinari alvimii,0.84,7.13089883,89.8896518,27.4537037,EndoZoo
Parinari excelsa,0.706716753,8.756949976,81.85384935,35,EndoZoo
Parinari montana,0.71,8.863365845,132.9131683,30,EndoZoo
Parinari parvifolia,0.707,8.863365845,89.8896518,27.4537037,EndoZoo
Parinari rodolphii,0.7215725,8.863365845,89.8896518,27.4537037,EndoZoo
Parinariopsis licaniiflora,0.7047675,9.570023287,77.01393789,35,SynZoo
Parkia decussata,0.775,6.658836676,89.41005018,10,EndoZoo
Parkia gigantocarpa,0.26,6.658836676,62.44228774,16,EndoZoo
Parkia multijuga,0.353098499,7.874834178,44.55136771,40,EndoZoo
Parkia nitida,0.37249152,6.871609832,55.58807668,40,EndoZoo
Parkia pendula,0.539769508,4.903478405,137.5,50,EndoZoo
Parkia ulei,0.378575,6.658836676,156.6791786,25.625,EndoZoo
Parkia velutina,0.473077004,6.464218298,33.26901322,40,EndoZoo
Pausandra macropetala,0.586739304,6.483107351,81.58981769,14.75,EndoZoo
Pausandra trianae,0.634909856,5.165026516,61.76652253,10,EndoZoo
Paypayrola blanchetiana,0.598,4.455509411,105.06886,18,NonZoo
Paypayrola grandiflora,0.63,4.455509411,63.25818314,18,NonZoo
Peltogyne catingae,0.751666667,6.637985814,126.5822785,30.83333333,NonZoo
Peltogyne confertiflora,0.885833333,6.705230811,88.7800321,30,NonZoo
Peltogyne excelsa,0.78,6.637985814,81.76325048,30.83333333,NonZoo
Peltogyne paniculata,0.793283572,6.637985814,67.01939868,30,NonZoo
Peltogyne pauciflora,0.788553448,6.637985814,95.0594339,32,NonZoo
Peltogyne venosa,0.7675,5.298317367,104.0064534,50,NonZoo
Pera bicolor,0.600647111,3.36698924,64.63706287,17.20555556,EndoZoo
Pera glabrata,0.65173517,2.735835304,112.2688942,35,EndoZoo
Perebea guianensis,0.577544617,6.150602768,44.11018724,25,EndoZoo
Perebea mollis,0.4975,5.92289123,54.39289104,40,EndoZoo
Phyllostemonodaphne geminiflora,0.742584769,5.743403749,82.59527942,7,EndoZoo
Piptadenia gonoacantha,0.709916667,4.000082722,123.1956571,33,NonZoo
Piptadenia paniculata,0.523271099,-1.647191702,67.57480794,36,NonZoo
Pisonia,0.416348332,4.431167403,71.04166834,14.8912,EndoZoo
Plathymenia reticulata,0.527013333,3.673757572,72.20000001,30,NonZoo
Platymiscium trinitatis,0.864,5.380682483,144.2,30,NonZoo
Plinia callosa,0.765721817,6.929832647,82.59527942,14.79166667,EndoZoo
Plinia edulis,0.91,7.824046011,82.59527942,18,EndoZoo
Plinia muricata,0.765721817,6.929832647,82.59527942,14.79166667,EndoZoo
Plinia rivularis,0.95,7.13089883,152.2759409,25,EndoZoo
Pogonophora schomburgkiana,0.911961667,4.509860006,60.12301029,30,EndoZoo
Poraqueiba paraensis,0.756710413,6.745908393,133.3666456,23,EndoZoo
Porocystis toulicioides,0.585441902,2.120223535,49.53683063,33,NonZoo
Posoqueria latifolia,0.574217588,5.74720936,80.94220512,24,EndoZoo
Pourouma bicolor,0.347973686,5.415436478,74.08879061,30,EndoZoo
Pourouma cuspidata,0.386685933,6.10400182,73.73123027,26.65518037,EndoZoo
Pourouma guianensis,0.380730883,6.610090208,59.91611706,30,EndoZoo
Pourouma minor,0.39828221,6.467698726,47.39111889,35,EndoZoo
Pourouma mollis,0.39,5.663718873,130.113671,30,EndoZoo
Pourouma ovata,0.386685933,6.10400182,73.73123027,26.65518037,EndoZoo
Pourouma tomentosa,0.397004339,5.940757547,68.90325553,35,EndoZoo
Pourouma velutina,0.386685933,6.10400182,73.73123027,15,EndoZoo
Pourouma villosa,0.34,6.10400182,110.7390648,30,EndoZoo
Pouteria amazonica,0.726666473,8.356636609,83.02509969,26.78611111,EndoZoo
Pouteria ambelaniifolia,0.6969147,8.356636609,146.0893489,31,EndoZoo
Pouteria anomala,0.676949315,8.356636609,90.71448956,35,EndoZoo
Pouteria bangii,0.819,5.76921903,73.7531474,30,EndoZoo
Pouteria bapeba,0.726666473,8.356636609,83.02509969,28,EndoZoo
Pouteria bilocularis,0.793889656,6.736254961,60.51803435,35,EndoZoo
Pouteria caimito,0.850254953,8.29404964,90.10700774,25,EndoZoo
Pouteria campanulata,0.726666473,8.356636609,66.40000003,26.78611111,EndoZoo
Pouteria cladantha,0.9424,6.29156914,117.5314518,25,EndoZoo
Pouteria coriacea,0.83922,8.356636609,83.02509969,23,EndoZoo
Pouteria crassiflora,0.726666473,8.356636609,83.02509969,26.78611111,EndoZoo
Pouteria cuspidata,0.898805,5.828945618,88.68337862,35,EndoZoo
Pouteria decorticans,0.9,8.356636609,109.9989,25,EndoZoo
Pouteria durlandii,0.753205558,7.503427438,66.6522467,25,EndoZoo
Pouteria elegans,0.73,8.356636609,148.1728437,26.78611111,EndoZoo
Pouteria engleri,0.77422,8.356636609,93.75943746,22,EndoZoo
Pouteria erythrochrysa,0.726666473,8.356636609,59.20000001,26.78611111,EndoZoo
Pouteria eugeniifolia,0.935182089,8.356636609,121.6099849,43,EndoZoo
Pouteria filipes,1.012284167,8.356636609,107.0090958,40,EndoZoo
Pouteria fimbriata,0.726666473,8.356636609,43.16395966,28,EndoZoo
Pouteria freitasii,0.726666473,8.356636609,83.02509969,26.78611111,EndoZoo
Pouteria gardneri,0.828916667,5.521460918,78.60857176,22,EndoZoo
Pouteria gongrijpii,0.78,8.356636609,126.9195309,20,EndoZoo
Pouteria grandiflora,0.82,10.00884807,83.02509969,22,EndoZoo
Pouteria guianensis,0.9145985,7.787278287,66.15031272,40,EndoZoo
Pouteria heterosepala,0.726666473,8.356636609,83.02509969,26.78611111,EndoZoo
Pouteria jariensis,0.63,7.170119543,99.93080795,24,EndoZoo
Pouteria krukovii,0.79,8.356636609,110.7297088,25,EndoZoo
Pouteria macrocarpa,0.77,9.556055476,169.8576695,30,EndoZoo
Pouteria macrophylla,0.84021875,8.633493617,88.78020016,30,EndoZoo
Pouteria manaosensis,0.6885,8.356636609,87.57845568,25,EndoZoo
Pouteria melanopoda,0.64,8.356636609,135.0359385,35,EndoZoo
Pouteria minima,0.769389559,8.356636609,83.02509969,35,EndoZoo
Pouteria oblanceolata,0.79,8.356636609,158.5000066,26.78611111,EndoZoo
Pouteria opposita,0.726666473,8.356636609,83.02509969,26.78611111,EndoZoo
Pouteria oppositifolia,0.645,8.356636609,73.07923986,30,EndoZoo
Pouteria pallens,0.71,7.369770838,74.41583573,20,EndoZoo
Pouteria pariry,0.735,8.356636609,83.02509969,30,EndoZoo
Pouteria peruviensis,0.726666473,8.356636609,83.02509969,26.78611111,EndoZoo
Pouteria petiolata,0.726666473,8.356636609,76.10350076,25,EndoZoo
Pouteria platyphylla,0.726666473,6.290642785,60.87538805,18,EndoZoo
Pouteria pohlmaniana,0.6819923,5.459585514,83.02509969,26.78611111,EndoZoo
Pouteria prieurii,0.726666473,8.356636609,83.02509969,26.78611111,EndoZoo
Pouteria procera,0.726666473,8.356636609,83.63245095,40,EndoZoo
Pouteria reticulata,0.74167921,6.708775542,63.12526218,41,EndoZoo
Pouteria retinervis,0.726666473,8.356636609,93.54536951,32,EndoZoo
Pouteria speciosa,0.607005,8.356636609,83.02509969,26.78611111,EndoZoo
Pouteria stipulifera,0.726666473,8.356636609,83.02509969,26.78611111,EndoZoo
Pouteria tenuisepala,0.726666473,8.356636609,83.02509969,26.78611111,EndoZoo
Pouteria trilocularis,0.671952459,6.44883876,80.48289738,35,EndoZoo
Pouteria venosa,0.92,10.1266311,66.64165483,25,EndoZoo
Pouteria vernicosa,0.741512086,7.427639747,81.88666884,26.78611111,EndoZoo
Pouteria virescens,0.726666473,8.356636609,83.02509969,26.78611111,EndoZoo
Pouteria williamii,0.726666473,8.356636609,169.5,26.78611111,EndoZoo
Pradosia brevipes,0.718353741,7.38162049,114.2,28.41666667,EndoZoo
Pradosia cochlearia,0.73,7.718685495,151.6999999,40,EndoZoo
Pradosia granulosa,0.718353741,7.38162049,103.4494443,28.41666667,EndoZoo
Pradosia grisebachii,0.718353741,7.38162049,76.61074086,40,EndoZoo
Pradosia lactescens,0.731,7.264430223,103.4494443,23,EndoZoo
Pradosia surinamensis,0.8105,7.38162049,103.4494443,28.41666667,EndoZoo
Protium,0.568545436,6.626995485,70.47121446,24.44211111,EndoZoo
Protium altissimum,0.7078175,6.35140914,71,31.66666667,EndoZoo
Protium altsonii,0.597,6.551080335,81.17711934,26,EndoZoo
Protium apiculatum,0.54,6.400257445,64.34903514,26,EndoZoo
Protium aracouchini,0.574042801,5.23911233,55.98063425,27,EndoZoo
Protium catuaba,0.568545436,6.626995485,70.47121446,26,EndoZoo
Protium crenatum,0.54,6.626995485,98.95274095,24.44211111,EndoZoo
Protium decandrum,0.531281727,8.397658247,56.62534004,27,EndoZoo
Protium giganteum,0.49,5.598421959,85.08058362,30,EndoZoo
Protium goudotianum,0.7,6.626995485,43.6891083,18,EndoZoo
Protium hebetatum,0.71,8.006367568,95.46278064,22,EndoZoo
Protium heptaphyllum,0.661366653,5.242360583,88.2887003,28,EndoZoo
Protium opacum,0.566428572,7.257521966,73.82678491,50,EndoZoo
Protium pallidum,0.63,6.626995485,78.26101521,38,EndoZoo
Protium paniculatum,0.485,6.626995485,84.03361345,24.44211111,EndoZoo
Protium pilosum,0.568545436,6.626995485,70.47121446,24.44211111,EndoZoo
Protium polybotryum,0.68885,6.626995485,151.0427767,24.44211111,EndoZoo
Protium robustum,0.61,4.727387819,101.3395772,20,EndoZoo
Protium sagotianum,0.579915679,5.509388337,44.92546086,21,EndoZoo
Protium spruceanum,0.56,4.645995381,74.76390043,14,EndoZoo
Protium stevensonii,0.7,5.833503216,96.1049265,35,EndoZoo
Protium tenuifolium,0.578452534,4.591449824,83.36072015,27.83,EndoZoo
Protium trifoliolatum,0.685,4.661793401,78.0528762,26,EndoZoo
Protium unifoliolatum,0.33,4.412668588,66.65780173,24.44211111,EndoZoo
Protium warmingianum,0.661,6.319968614,70.47121446,25,EndoZoo
Prunus myrtifolia,0.78548125,5.114241983,97.50409021,30,EndoZoo
Pseudanamomis umbellulifera,0.781093334,6.645391014,77.84802137,15.66120296,EndoZoo
Pseudolmedia laevigata,0.628987483,5.14633101,55.00652128,35,EndoZoo
Pseudolmedia laevis,0.618919286,5.008340998,67.61911606,36,EndoZoo
Pseudolmedia macrophylla,0.660158304,5.953243334,73.53481871,25,EndoZoo
Pseudopiptadenia contorta,0.617714286,3.849048206,73.40793727,38,NonZoo
Pseudopiptadenia psilostachya,0.6495,4.448214323,100,50,NonZoo
Pseudopiptadenia suaveolens,0.625625637,4.820281566,50.56231854,45,NonZoo
Pseudoxandra bahiensis,0.37,5.983936281,61.57351864,20,EndoZoo
Pseudoxandra cuspidata,0.37,5.983936281,61.57351864,22,EndoZoo
Pseudoxandra duckei,0.37,5.983936281,61.57351864,19.25,EndoZoo
Pseudoxandra polyphleba,0.37,5.983936281,61.57351864,20,EndoZoo
Psidium guineense,0.897,2.16676537,64.67024222,12,EndoZoo
Psychotria mapourioides,0.487464741,4.382026635,79.28902479,19,EndoZoo
Psychotria vellosiana,0.461425,2.534688187,49.53683063,10,EndoZoo
Pterocarpus officinalis,0.380688244,7.495541944,37.11278836,30,NonZoo
Pterocarpus rohrii,0.491499082,5.843486154,51.34017982,32,NonZoo
Pterocarpus santalinoides,0.528,7.560080465,56.12834621,24.58333333,NonZoo
Ptychopetalum uncinatum,0.64875,4.842183212,69.83940081,23,EndoZoo
Qualea dinizii,0.5975,5.435044574,86.12475012,20.65833333,NonZoo
Qualea paraensis,0.647275617,4.002777369,81.19369213,60,NonZoo
Quararibea guianensis,0.56,5.60631076,61.90110222,18.13580247,EndoZoo
Quararibea turbinata,0.5939827,6.271420826,72.040365,15,EndoZoo
Quiina amazonica,0.92,5.714882969,58.55143742,16.25,EndoZoo
Quiina florida,0.746663278,5.383921504,57.88041907,16.25,EndoZoo
Quiina glaziovii,0.830260302,6.468411532,70.84259853,16.25,EndoZoo
Quiina paraensis,0.830260302,6.468411532,70.84259853,16.25,EndoZoo
Randia armata,0.688793817,4.416342175,46.33539491,17.5,EndoZoo
Rauvolfia grandiflora,0.503442407,4.750856573,33.09099963,15.18633333,EndoZoo
Rauvolfia paraensis,0.55,4.750856573,33.09099963,15.18633333,EndoZoo
Rhabdodendron amazonicum,0.56,5.499878852,91.24884355,26,EndoZoo
Rhodostemonodaphne grandis,0.39,8.490758226,104.5639623,28,EndoZoo
Rhodothyrsus macrophyllus,0.86,5.572154032,83.91741034,17.66666667,EndoZoo
Richeria grandis,0.546711883,4.80871085,66.42164465,30,EndoZoo
Rinorea falcata,0.670782979,4.033050123,53.69005973,8.453125,NonZoo
Rinorea flavescens,0.63,4.033050123,63.7755102,8.453125,NonZoo
Rinorea guianensis,0.78,3.790662149,91.52970633,26,NonZoo
Rinorea macrocarpa,0.670782979,4.033050123,201.3000001,8.453125,NonZoo
Rinorea neglecta,0.72,4.033050123,48.35800704,8.453125,NonZoo
Rinorea racemosa,0.682,4.033050123,48.09999999,7,NonZoo
Rinorea riana,0.670782979,4.033050123,53.69005973,8.453125,NonZoo
Rinoreocarpus ulei,0.5865878,4.449570791,71.30000004,12,EndoZoo
Roucheria columbiana,0.77,4.73191032,94.79999997,20,EndoZoo
Roupala montana,0.8175,3.511545439,110.5897391,35,NonZoo
Roupala rhombifolia,0.858239994,3.46260601,140.0999999,21.894,NonZoo
Rudgea minor,0.582145995,4.757986643,54.87322359,8,EndoZoo
Rudgea sessilis,0.487464741,3.602819087,45.34058683,6,EndoZoo
Ryania speciosa,0.5,3.723174595,55.65682006,20,EndoZoo
Sacoglottis guianensis,0.836054109,7.706262975,170.0102006,27,EndoZoo
Sacoglottis mattogrossensis,0.77,7.60090246,124.6116622,30,EndoZoo
Sagotia brachysepala,0.597671503,5.381048764,53.2293879,15,EndoZoo
Sagotia racemosa,0.60902884,5.381048764,49.50004952,15,EndoZoo
Sapindus saponaria,0.710527083,6.478324525,56.86422967,30,EndoZoo
Sapium glandulosum,0.439320812,3.45511459,61.76401757,31,EndoZoo
Sapium marmieri,0.41,3.688879454,53.34303562,35,EndoZoo
Sarcaulus brasiliensis,0.615,5.871434457,71.51029748,30,EndoZoo
Schefflera morototoni,0.45,3.138533072,58.69233476,35,EndoZoo
Schistostemon retusum,1,9.951832075,123.0536603,20,SynZoo
Schizolobium parahyba,0.429214436,6.457507291,43.7574524,35,NonZoo
Schoepfia brasiliensis,0.757,6.396929655,157.7732789,19,EndoZoo
Scleronema micranthum,0.624828292,11.39639165,85.10537359,40,NonZoo
Senefeldera multiflora,0.783333333,6.011667254,82.48124251,22,NonZoo
Senefeldera verticillata,0.79,6.011667254,82.48124251,26,NonZoo
Senna multijuga,0.544782875,2.20106903,55.42269606,15,NonZoo
Senna silvestris,0.592521956,3.07615422,55.42269606,20,NonZoo
Sextonia rubra,0.53564989,7.081708586,60.51540223,50,EndoZoo
Simaba guianensis,0.463388007,8.861633598,69.85387876,16.1,EndoZoo
Simaba polyphylla,0.463388007,7.619233416,80.81966244,20,EndoZoo
Simarouba amara,0.377870613,5.769420391,62.80455753,40,EndoZoo
Simira gardneriana,0.660178336,3.887330393,51.61124277,7,NonZoo
Simira glaziovii,0.66,3.673006105,51.61124277,25,NonZoo
Siparuna cuspidata,0.642875569,3.936018511,46.61570017,25,SynZoo
Siparuna decipiens,0.660946778,4.777077704,53.83324946,16,SynZoo
Siparuna glycycarpa,0.71,3.003708916,48.70883649,13.95,SynZoo
Siparuna guianensis,0.604866667,2.481934645,62.10088065,17.5,SynZoo
Siparuna poeppigii,0.622088781,3.003708916,48.20438659,10,SynZoo
Sloanea fendleriana,0.732243825,5.825854167,74.10849603,29.23315789,EndoZoo
Sloanea garckeana,0.806,5.825854167,74.10849603,29.23315789,EndoZoo
Sloanea grandiflora,0.81025,5.825854167,81.16150497,20,EndoZoo
Sloanea guianensis,0.797847081,4.836105525,95.98552088,35,EndoZoo
Sloanea hirsuta,0.83945551,5.029106971,74.48488672,30,EndoZoo
Sloanea laurifolia,0.8155,5.825854167,74.10849603,60,EndoZoo
Sloanea obtusifolia,0.732243825,5.13386893,44.50972537,35,EndoZoo
Sloanea parviflora,0.732243825,5.825854167,103.137692,29.23315789,EndoZoo
Sloanea porphyrocarpa,0.732243825,5.825854167,74.10849603,29.23315789,EndoZoo
Sloanea rufa,0.732243825,5.825854167,74.10849603,20,EndoZoo
Sloanea sinemariensis,0.777906275,4.823301195,80.34417964,30,EndoZoo
Sloanea synandra,0.653,6.196036713,58.46243791,35,EndoZoo
Sorocea bonplandii,0.622908257,5.990422338,94.32740373,25,EndoZoo
Sorocea guilleminiana,0.499125,5.247718568,74.10000005,20,EndoZoo
Sorocea hilarii,0.661916315,5.783825182,91.31166481,14,EndoZoo
Sorocea muriculata,0.614336779,3.631426879,51.02561487,13,EndoZoo
Spiranthera guianensis,0.804501603,8.444720236,111.846362,28.75,SynZoo
Spiranthera parviflora,0.558215413,5.809357253,88.77605937,7.480083333,SynZoo
Spondias mombin,0.396171025,7.279390995,63.14639008,35,EndoZoo
Staminodianthus duckei,0.391207965,5.640243954,76.30560625,24.60936458,NonZoo
Sterculia apetala,0.408077271,7.14272968,53.21257853,40,SynZoo
Sterculia excelsa,0.510651961,8.334871635,67.90000003,35,SynZoo
Sterculia foetida,0.458966,6.558197803,67.36017568,24.60936458,SynZoo
Sterculia pruriens,0.486208,7.444248649,98.39999999,40,SynZoo
Sterigmapetalum obovatum,0.77,4.507215513,60.95611341,25,NonZoo
Stryphnodendron guianense,0.57,4.624972813,38.90000001,25,EndoZoo
Stryphnodendron paniculatum,0.745,4.860830046,16.79999999,35,EndoZoo
Stryphnodendron polystachyum,0.46292875,4.860830046,70.00350015,30,EndoZoo
Stryphnodendron pulcherrimum,0.5075,4.75657464,35.12135711,22,EndoZoo
Stryphnodendron rotundifolium,0.58,4.860830046,82.60000004,15,EndoZoo
Styrax guyanensis,0.34,5.935601177,62.11180124,14.18251894,EndoZoo
Swartzia alternifoliolata,0.834,8.665953142,66.25524503,14,EndoZoo
Swartzia arborescens,0.819503155,7.083387848,46.25346902,23,EndoZoo
Swartzia brachyrachis,0.9,7.296413269,142.1,12,EndoZoo
Swartzia corrugata,1.0565,8.665953142,97.89999995,19.56641503,EndoZoo
Swartzia cuspidata,0.678,8.665953142,123.0790092,19.56641503,EndoZoo
Swartzia flaemingii,0.842333334,8.665953142,66.25524503,25,EndoZoo
Swartzia kuhlmannii,0.804460461,8.665953142,66.25524503,19.56641503,EndoZoo
Swartzia laurifolia,0.97,8.665953142,61.7703379,20,EndoZoo
Swartzia laxiflora,0.9,8.665953142,66.25524503,19.56641503,EndoZoo
Swartzia macrostachya,0.92,7.264430223,66.25524503,35,EndoZoo
Swartzia oblanceolata,0.86,8.665953142,66.25524503,30,EndoZoo
Swartzia panacoco,0.901538462,8.665953142,98.99999998,32,EndoZoo
Swartzia polita,0.804460461,8.665953142,66.25524503,19.56641503,EndoZoo
Swartzia polyphylla,0.690142857,10.31678855,102.5976453,40,EndoZoo
Swartzia racemosa,0.653987,8.665953142,72.99999999,20,EndoZoo
Swartzia recurva,0.89,8.665953142,83.80689656,19.56641503,EndoZoo
Swartzia reticulata,0.804460461,8.665953142,99.56867788,19.56641503,EndoZoo
Swartzia simplex,0.783923117,6.846629816,67.30108073,35,EndoZoo
Swartzia ulei,1,8.665953142,57.30000001,19.56641503,EndoZoo
Symphonia globulifera,0.622134726,8.005526814,59.84492673,40,EndoZoo
Syzygium viridifolium,0.63471636,7.390181428,122.0917762,13.1775,EndoZoo
Tabebuia,0.796924508,3.525452016,66.35476146,21.30705263,NonZoo
Tabebuia cassinoides,0.39,3.525452016,66.35476146,12,NonZoo
Tabebuia roseoalba,0.867,2.6616935,72.61497422,25,NonZoo
Tabernaemontana,0.62279004,5.568825304,44.84304935,16,EndoZoo
Tabernaemontana angulata,0.501588191,4.54072534,43.17571964,12.45966667,EndoZoo
Tabernaemontana flavicans,0.4885,4.54072534,43.08680118,15,EndoZoo
Tabernaemontana salzmannii,0.56725,5.149897361,43.17571964,12.45966667,EndoZoo
Tachigali alba,0.55449625,5.953493303,79.24216638,36,NonZoo
Tachigali chrysophylla,0.577772905,5.057901758,101.5474453,30,NonZoo
Tachigali densiflora,0.758666667,-1.347073648,80.60827373,30,NonZoo
Tachigali glauca,0.476,5.953493303,96.04079326,40,NonZoo
Tachigali guianensis,0.625,5.953493303,65.79999998,40,NonZoo
Tachigali melinonii,0.499568333,5.953493303,67.63421161,25.05194444,NonZoo
Tachigali micropetala,0.45175,5.953493303,80.3,35,NonZoo
Tachigali paniculata,0.55449625,5.953493303,125.4907945,30,NonZoo
Tachigali paraensis,0.688,5.953493303,68.20758011,30,NonZoo
Tachigali paratyensis,0.591426542,5.953493303,94.39351559,20,NonZoo
Tachigali vulgaris,0.658875,4.894752951,160.8970844,16.667,NonZoo
Talisia angustifolia,0.6571643,7.441675668,228.7,15.35714286,EndoZoo
Talisia carinata,0.79300401,6.841219244,83.94310064,20,EndoZoo
Talisia guianensis,0.79300401,7.441675668,83.94310064,15.35714286,EndoZoo
Talisia macrophylla,0.86,7.441675668,79.39999998,25,EndoZoo
Talisia microphylla,0.8165,7.441675668,83.94310064,15.35714286,EndoZoo
Talisia mollis,0.5719312,7.441675668,110.5443869,8,EndoZoo
Talisia retusa,0.79300401,7.441675668,83.94310064,25,EndoZoo
Tapirira guianensis,0.485086959,4.544048361,86.18909159,40,EndoZoo
Tapirira obtusa,0.444162174,5.04141665,87.14762406,30,EndoZoo
Tapura amazonica,0.765,6.725433322,99.37664586,25,SynZoo
Tapura singularis,0.72,5.99438418,78.00312016,15.43333333,SynZoo
Taralea oppositifolia,0.896666667,8.309644742,99.93013971,30,NonZoo
Terminalia amazonia,0.677275797,1.113368169,67.20041539,45,SynZoo
Terminalia argentea,0.785916667,5.878135862,94.17869347,50,SynZoo
Terminalia catappa,0.491100992,7.813187268,75.2184583,40,NonZoo
Terminalia dichotoma,0.707706667,5.71383281,80.43567366,17.44552778,NonZoo
Terminalia tetraphylla,0.74358919,5.875779754,80.43567366,17.44552778,NonZoo
Ternstroemia urophora,0.614200324,7.37832656,132.2064611,12,EndoZoo
Tetrastylidium brasiliense,0.91,5.323239335,65.80123045,15,EndoZoo
Theobroma canumanense,0.531687554,7.28687192,87.409122,17.59444444,EndoZoo
Theobroma grandiflorum,0.531687554,7.28687192,70.58761979,17.59444444,EndoZoo
