,Biome,Region,Region_Plot,original.search,Binomial_correct,Genus,family,Tax_Level,DBH,BA
11291,Amazonia,STM,STM_261_11,Hevea guianensis,Hevea guianensis,Hevea,Euphorbiaceae,species,19,0.0283385
11292,Amazonia,STM,STM_261_11,Hevea guianensis,Hevea guianensis,Hevea,Euphorbiaceae,species,39.4,0.12186026
11293,Amazonia,STM,STM_261_3,Hevea guianensis,Hevea guianensis,Hevea,Euphorbiaceae,species,37.2,0.10863144
11294,Amazonia,STM,STM_261_3,Hevea guianensis,Hevea guianensis,Hevea,Euphorbiaceae,species,34.1,0.091280585
11295,Amazonia,STM,STM_261_4,Hevea guianensis,Hevea guianensis,Hevea,Euphorbiaceae,species,46.5,0.169736625
11296,Amazonia,STM,STM_307_2,Hevea guianensis,Hevea guianensis,Hevea,Euphorbiaceae,species,32.3,0.081898265
11297,Satlantic,Una,Una_33_1,hymenaea alchorneoides,Hieronyma alchorneoides,Hieronyma,Fabaceae,species,14,0.015386
11298,Natlantic,SGD,SGD_C21,Hieronyma alchorneoides,Hieronyma alchorneoides,Hieronyma,Phyllanthaceae,species,14,0.015386
11299,Natlantic,SGD,SGD_C21,Hieronyma alchorneoides,Hieronyma alchorneoides,Hieronyma,Phyllanthaceae,species,27.26,0.058333947
11300,Natlantic,SGD,SGD_C21,Hieronyma alchorneoides,Hieronyma alchorneoides,Hieronyma,Phyllanthaceae,species,21.15,0.035114816
11301,Natlantic,SGD,SGD_C21,Hieronyma alchorneoides,Hieronyma alchorneoides,Hieronyma,Phyllanthaceae,species,11.5,0.010381625
11302,Natlantic,SGD,SGD_C21,Hieronyma alchorneoides,Hieronyma alchorneoides,Hieronyma,Phyllanthaceae,species,12.4,0.01207016
11303,Natlantic,SGD,SGD_C23,Hieronyma alchorneoides,Hieronyma alchorneoides,Hieronyma,Phyllanthaceae,species,32.8,0.08445344
11304,Natlantic,SGD,SGD_C24,Hieronyma alchorneoides,Hieronyma alchorneoides,Hieronyma,Phyllanthaceae,species,12.7,0.012661265
11305,Natlantic,SGD,SGD_C24,Hieronyma alchorneoides,Hieronyma alchorneoides,Hieronyma,Phyllanthaceae,species,10.7,0.008987465
11306,Natlantic,SGD,SGD_C24,Hieronyma alchorneoides,Hieronyma alchorneoides,Hieronyma,Phyllanthaceae,species,10,0.00785
11307,Natlantic,SGD,SGD_C24,Hieronyma alchorneoides,Hieronyma alchorneoides,Hieronyma,Phyllanthaceae,species,13.8,0.01494954
11308,Natlantic,SGD,SGD_C24,Hieronyma alchorneoides,Hieronyma alchorneoides,Hieronyma,Phyllanthaceae,species,16.2,0.02060154
11309,Natlantic,SGD,SGD_C27,Hieronyma alchorneoides,Hieronyma alchorneoides,Hieronyma,Phyllanthaceae,species,14.9,0.017427785
11310,Natlantic,SGD,SGD_C28,Hieronyma alchorneoides,Hieronyma alchorneoides,Hieronyma,Phyllanthaceae,species,25.3,0.050247065
11311,Amazonia,Balbina,Balbina_26,Himatanthus articulatus,Himatanthus articulatus,Himatanthus,Apocynaceae,species,17.3,0.023494265
11312,Amazonia,Balbina,Balbina_4,Himatanthus articulatus,Himatanthus articulatus,Himatanthus,Apocynaceae,species,19.9,0.031086785
11313,Amazonia,PGM,PGM_142_6,Himatanthus sucuuba,Himatanthus articulatus,Himatanthus,Apocynaceae,species,11.7,0.010745865
11314,Amazonia,PGM,PGM_245_2,Himatanthus sucuuba,Himatanthus articulatus,Himatanthus,Apocynaceae,species,13.6,0.01451936
11315,Amazonia,PGM,PGM_269_11,Himatanthus sucuuba,Himatanthus articulatus,Himatanthus,Apocynaceae,species,13.4,0.01409546
11316,Amazonia,PGM,PGM_269_11,Himatanthus sucuuba,Himatanthus articulatus,Himatanthus,Apocynaceae,species,14.1,0.015606585
11317,Amazonia,PGM,PGM_274_4,Himatanthus sucuuba,Himatanthus articulatus,Himatanthus,Apocynaceae,species,30.2,0.07159514
11318,Amazonia,PGM,PGM_274_6,Himatanthus sucuuba,Himatanthus articulatus,Himatanthus,Apocynaceae,species,14.7,0.016963065
11319,Amazonia,PGM,PGM_342_5,Himatanthus sucuuba,Himatanthus articulatus,Himatanthus,Apocynaceae,species,10,0.00785
11320,Amazonia,PGM,PGM_342_9,Himatanthus sucuuba,Himatanthus articulatus,Himatanthus,Apocynaceae,species,45.5,0.162514625
11321,Amazonia,PGM,PGM_423_7,Himatanthus sucuuba,Himatanthus articulatus,Himatanthus,Apocynaceae,species,23,0.0415265
11322,Amazonia,PGM,PGM_547_2,Himatanthus sucuuba,Himatanthus articulatus,Himatanthus,Apocynaceae,species,19.7,0.030465065
11323,Amazonia,STM,STM_165_1,Himatanthus sucuuba,Himatanthus articulatus,Himatanthus,Apocynaceae,species,13,0.0132665
11324,Amazonia,STM,STM_165_1,Himatanthus sucuuba,Himatanthus articulatus,Himatanthus,Apocynaceae,species,17,0.0226865
11325,Amazonia,STM,STM_165_1,Himatanthus sucuuba,Himatanthus articulatus,Himatanthus,Apocynaceae,species,14.2,0.01582874
11326,Amazonia,STM,STM_165_1,Himatanthus sucuuba,Himatanthus articulatus,Himatanthus,Apocynaceae,species,13.4,0.01409546
11327,Amazonia,STM,STM_363_5,Himatanthus sucuuba,Himatanthus articulatus,Himatanthus,Apocynaceae,species,13.5,0.014306625
11328,Amazonia,STM,STM_363_6,Himatanthus sucuuba,Himatanthus articulatus,Himatanthus,Apocynaceae,species,24,0.045216
11329,Amazonia,STM,STM_69_11,Himatanthus sucuuba,Himatanthus articulatus,Himatanthus,Apocynaceae,species,13.6,0.01451936
11330,Amazonia,PGM,PGM_423_5,Himatanthus attenuatus,Himatanthus attenuatus,Himatanthus,Apocynaceae,species,38,0.113354
11331,Natlantic,PB,PB_Gargau,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,10.88651918,0.00930353
11332,Natlantic,PB,PB_HortoCV,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,13.08292217,0.013436284
11333,Natlantic,PB,PB_JBBM,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,11.07751074,0.009632833
11334,Natlantic,PB,PB_JBBM,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,19.51297151,0.02988935
11335,Natlantic,PB,PB_MFC24,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,18.15286624,0.025867834
11336,Natlantic,PB,PB_MFC24,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,18.15286624,0.025867834
11337,Natlantic,PB,PB_MFC24,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,16.87898089,0.02236465
11338,Natlantic,PB,PB_MFC24,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,18.15286624,0.025867834
11339,Natlantic,PB,PB_MFC24,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,18.15286624,0.025867834
11340,Natlantic,PB,PB_MFC24,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,26.43312102,0.054848726
11341,Natlantic,PB,PB_MFC6,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,10.50955414,0.008670382
11342,Natlantic,PB,PB_UFPB,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,22.85532389,0.041005718
11343,Natlantic,PB,PB_XemXem,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,24.00127328,0.045220798
11344,Satlantic,Una,Una_33_1,himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,11,0.0094985
11345,Satlantic,Una,Una_33_1,himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,21,0.0346185
11346,Satlantic,Una,Una_50_2,himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,15,0.0176625
11347,Satlantic,Una,Una_89_3,himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,10,0.00785
11348,Satlantic,Una,Una_89_3,himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,10.2,0.00816714
11349,Satlantic,Una,Una_89_3,himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,15,0.0176625
11350,Satlantic,Una,Una_89_3,himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,17.8,0.02487194
11351,Natlantic,SGD,SGD_C1,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,12,0.011304
11352,Natlantic,SGD,SGD_C1,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,22.5,0.039740625
11353,Natlantic,SGD,SGD_C1,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,25,0.0490625
11354,Natlantic,SGD,SGD_C1,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,11.8,0.01093034
11355,Natlantic,SGD,SGD_C15,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,21.19,0.03523394
11356,Natlantic,SGD,SGD_C15,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,17.23,0.02330037
11357,Natlantic,SGD,SGD_C15,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,18,0.025434
11358,Natlantic,SGD,SGD_C15,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,14.8,0.01719464
11359,Natlantic,SGD,SGD_C15,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,16,0.020096
11360,Natlantic,SGD,SGD_C15,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,13.8,0.01494954
11361,Natlantic,SGD,SGD_C15,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,15.8,0.01959674
11362,Natlantic,SGD,SGD_C15,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,26.5,0.055126625
11363,Natlantic,SGD,SGD_C15,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,10.2,0.00816714
11364,Natlantic,SGD,SGD_C15,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,14,0.015386
11365,Natlantic,SGD,SGD_C3,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,11,0.0094985
11366,Natlantic,SGD,SGD_C3,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,19.4,0.02954426
11367,Natlantic,SGD,SGD_C4,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,11.2,0.00984704
11368,Natlantic,SGD,SGD_C4,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,10,0.00785
11369,Natlantic,SGD,SGD_C4,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,10.2,0.00816714
11370,Natlantic,SGD,SGD_C4,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,13.8,0.01494954
11371,Natlantic,SGD,SGD_C4,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,10.5,0.008654625
11372,Natlantic,SGD,SGD_C21,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,12.8,0.01286144
11373,Natlantic,SGD,SGD_C21,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,10.7,0.008987465
11374,Natlantic,SGD,SGD_C21,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,14.2,0.01582874
11375,Natlantic,SGD,SGD_C21,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,11.2,0.00984704
11376,Natlantic,SGD,SGD_C21,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,16.41,0.021139116
11377,Natlantic,SGD,SGD_C21,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,13.3,0.013885865
11378,Natlantic,SGD,SGD_C27,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,14,0.015386
11379,Natlantic,SGD,SGD_C27,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,15.8,0.01959674
11380,Natlantic,SGD,SGD_C27,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,18,0.025434
11381,Natlantic,SGD,SGD_C27,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,14.8,0.01719464
11382,Natlantic,SGD,SGD_C27,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,17.23,0.023304523
11383,Natlantic,SGD,SGD_C27,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,16,0.020096
11384,Natlantic,SGD,SGD_C27,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,21.19,0.035247764
11385,Natlantic,SGD,SGD_C27,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,10.2,0.00816714
11386,Natlantic,SGD,SGD_C27,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,13.8,0.01494954
11387,Natlantic,SGD,SGD_C27,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,26.5,0.055126625
11388,Natlantic,SGD,SGD_P45,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,17.8,0.0249
11389,Natlantic,SGD,SGD_P45,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,12.9,0.0131
11390,Natlantic,SGD,SGD_P49,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,16.3,0.0209
11391,Natlantic,SGD,SGD_P50,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,10.1,0.008
11392,Natlantic,SGD,SGD_P50,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,11.3,0.01
11393,Natlantic,SGD,SGD_P50,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,12.1,0.0115
11394,Natlantic,SGD,SGD_P50,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,13.7,0.0147
11395,Natlantic,SGD,SGD_P50,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,10.5,0.0087
11396,Natlantic,SGD,SGD_P52,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,11.5,0.0104
11397,Natlantic,SGD,SGD_P52,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,11.7,0.0108
11398,Natlantic,SGD,SGD_P52,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,16.7,0.0219
11399,Natlantic,SGD,SGD_P52,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,15.9,0.0199
11400,Natlantic,SGD,SGD_P52,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,11.4,0.0102
11401,Natlantic,SGD,SGD_P52,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,23.4,0.043
11402,Natlantic,SGD,SGD_P52,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,17.3,0.0235
11403,Natlantic,SGD,SGD_P52,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,11.2,0.0099
11404,Natlantic,SGD,SGD_P57,Himatanthus bracteatus,Himatanthus bracteatus,Himatanthus,Apocynaceae,species,10,0.0079
11405,Satlantic,Una,Una_IFR11,Himatanthus phagedaenicus,Himatanthus phagedaenicus,Himatanthus,Apocynaceae,species,24.35064935,0.046546899
11406,Satlantic,Una,Una_IIICO11,Hirtella bahiensis,Hirtella bahiensis,Hirtella,Chrysobalanaceae,species,22.59994907,0.040094479
11407,Amazonia,PGM,PGM_100_6,Hirtella bicornis,Hirtella bicornis,Hirtella,Chrysobalanaceae,species,13.4,0.01409546
11408,Amazonia,PGM,PGM_147_5,Hirtella bicornis,Hirtella bicornis,Hirtella,Chrysobalanaceae,species,10.2,0.00816714
11409,Amazonia,PGM,PGM_245_4,Hirtella bicornis,Hirtella bicornis,Hirtella,Chrysobalanaceae,species,13.9,0.015166985
11410,Amazonia,PGM,PGM_245_9,Hirtella bicornis,Hirtella bicornis,Hirtella,Chrysobalanaceae,species,11.5,0.010381625
11411,Amazonia,PGM,PGM_549_1,Hirtella eriandra,Hirtella eriandra,Hirtella,Chrysobalanaceae,species,10.3,0.008328065
11412,Amazonia,PGM,PGM_549_3,Hirtella eriandra,Hirtella eriandra,Hirtella,Chrysobalanaceae,species,11.5,0.010381625
11413,Amazonia,PGM,PGM_549_3,Hirtella eriandra,Hirtella eriandra,Hirtella,Chrysobalanaceae,species,11.3,0.010023665
11414,Amazonia,STM,STM_260_1,Hirtella eriandra,Hirtella eriandra,Hirtella,Chrysobalanaceae,species,12.8,0.01286144
11415,Amazonia,STM,STM_307_2,Hirtella eriandra,Hirtella eriandra,Hirtella,Chrysobalanaceae,species,12.9,0.013063185
11416,Amazonia,PGM,PGM_142_3,Hirtella excelsa,Hirtella excelsa,Hirtella,Chrysobalanaceae,species,19.6,0.03015656
11417,Amazonia,PGM,PGM_342_2,Hirtella excelsa,Hirtella excelsa,Hirtella,Chrysobalanaceae,species,19.3,0.029240465
11418,Amazonia,PGM,PGM_369_4,Hirtella excelsa,Hirtella excelsa,Hirtella,Chrysobalanaceae,species,13.7,0.014733665
11419,Amazonia,PGM,PGM_100_5,Hirtella glandulosa,Hirtella glandulosa,Hirtella,Chrysobalanaceae,species,10.2,0.00816714
11420,Amazonia,STM,STM_165_6,Hirtella glandulosa,Hirtella glandulosa,Hirtella,Chrysobalanaceae,species,31,0.0754385
11421,Natlantic,SGD,SGD_C19,Hirtella hebeclada,Hirtella hebeclada,Hirtella,Chrysobalanaceae,species,39,0.1193985
11422,Natlantic,SGD,SGD_C30,Hirtella hebeclada,Hirtella hebeclada,Hirtella,Chrysobalanaceae,species,39,0.1193985
11423,Amazonia,Balbina,Balbina_44,Hirtella myrmecophila,Hirtella myrmecophila,Hirtella,Chrysobalanaceae,species,12.4,0.01207016
11424,Amazonia,PGM,PGM_142_3,Hirtella obidensis,Hirtella obidensis,Hirtella,Chrysobalanaceae,species,14.2,0.01582874
11425,Amazonia,PGM,PGM_549_10,Hirtella obidensis,Hirtella obidensis,Hirtella,Chrysobalanaceae,species,13.2,0.01367784
11426,Amazonia,PGM,PGM_549_6,Hirtella obidensis,Hirtella obidensis,Hirtella,Chrysobalanaceae,species,29.6,0.06877856
11427,Amazonia,PGM,PGM_549_6,Hirtella obidensis,Hirtella obidensis,Hirtella,Chrysobalanaceae,species,20.3,0.032349065
11428,Amazonia,PGM,PGM_Extra_2,Hirtella obidensis,Hirtella obidensis,Hirtella,Chrysobalanaceae,species,20.3,0.032349065
11429,Amazonia,PGM,PGM_Extra_2,Hirtella obidensis,Hirtella obidensis,Hirtella,Chrysobalanaceae,species,10.3,0.008328065
11430,Amazonia,PGM,PGM_Extra_3,Hirtella obidensis,Hirtella obidensis,Hirtella,Chrysobalanaceae,species,11.9,0.011116385
11431,Amazonia,PGM,PGM_369_10,Hirtella piresii,Hirtella piresii,Hirtella,Chrysobalanaceae,species,28.4,0.06331496
11432,Amazonia,PGM,PGM_443_2,Hirtella piresii,Hirtella piresii,Hirtella,Chrysobalanaceae,species,15.5,0.018859625
11433,Amazonia,PGM,PGM_443_4,Hirtella piresii,Hirtella piresii,Hirtella,Chrysobalanaceae,species,11,0.0094985
11434,Amazonia,PGM,PGM_549_12,Hirtella piresii,Hirtella piresii,Hirtella,Chrysobalanaceae,species,18.5,0.026866625
11435,Amazonia,PGM,PGM_549_2,Hirtella piresii,Hirtella piresii,Hirtella,Chrysobalanaceae,species,10.4,0.00849056
11436,Amazonia,PGM,PGM_Extra_1,Hirtella piresii,Hirtella piresii,Hirtella,Chrysobalanaceae,species,11.5,0.010381625
11437,Amazonia,STM,STM_307_1,Hirtella piresii,Hirtella piresii,Hirtella,Chrysobalanaceae,species,23.9,0.044839985
11438,Amazonia,Balbina,Balbina_72,Hirtella racemosa,Hirtella racemosa,Hirtella,Chrysobalanaceae,species,11.4,0.01020186
11439,Amazonia,Balbina,Balbina_76,Hirtella racemosa,Hirtella racemosa,Hirtella,Chrysobalanaceae,species,10.8,0.00915624
11440,Amazonia,Balbina,Balbina_78,Hirtella racemosa,Hirtella racemosa,Hirtella,Chrysobalanaceae,species,13,0.0132665
11441,Amazonia,PGM,PGM_245_6,Hirtella racemosa,Hirtella racemosa,Hirtella,Chrysobalanaceae,species,33.3,0.087047865
11442,Amazonia,PGM,PGM_443_1,Hirtella racemosa,Hirtella racemosa,Hirtella,Chrysobalanaceae,species,16,0.020096
11443,Amazonia,PGM,PGM_549_5,Hirtella racemosa,Hirtella racemosa,Hirtella,Chrysobalanaceae,species,10.5,0.008654625
11444,Amazonia,STM,STM_307_2,Hirtella racemosa,Hirtella racemosa,Hirtella,Chrysobalanaceae,species,11.7,0.010745865
11445,Amazonia,STM,STM_307_2,Hirtella racemosa,Hirtella racemosa,Hirtella,Chrysobalanaceae,species,10,0.00785
11446,Amazonia,PGM,PGM_245_4,Homalium guianense,Homalium guianense,Homalium,Salicaceae,species,18.5,0.026866625
11447,Amazonia,PGM,PGM_245_4,Homalium guianense,Homalium guianense,Homalium,Salicaceae,species,11.6,0.01056296
11448,Amazonia,Balbina,Balbina_29,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,13.2,0.01367784
11449,Amazonia,PGM,PGM_100_3,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,12.2,0.01168394
11450,Amazonia,PGM,PGM_100_3,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,12.3,0.011876265
11451,Amazonia,PGM,PGM_142_6,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,11.8,0.01093034
11452,Amazonia,PGM,PGM_147_1,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,19.3,0.029240465
11453,Amazonia,PGM,PGM_147_5,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,11.6,0.01056296
11454,Amazonia,PGM,PGM_147_7,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,33.1,0.086005385
11455,Amazonia,PGM,PGM_235_1,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,13.6,0.01451936
11456,Amazonia,PGM,PGM_245_2,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,23.4,0.04298346
11457,Amazonia,PGM,PGM_245_2,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,10.6,0.00882026
11458,Amazonia,PGM,PGM_245_2,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,17.6,0.02431616
11459,Amazonia,PGM,PGM_245_6,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,50.4,0.19940256
11460,Amazonia,PGM,PGM_269_10,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,18.3,0.026288865
11461,Amazonia,PGM,PGM_269_10,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,13.8,0.01494954
11462,Amazonia,PGM,PGM_269_10,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,22.3,0.039037265
11463,Amazonia,PGM,PGM_269_2,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,11.5,0.010381625
11464,Amazonia,PGM,PGM_269_6,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,14.3,0.016052465
11465,Amazonia,PGM,PGM_342_1,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,14.2,0.01582874
11466,Amazonia,PGM,PGM_342_6,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,13.5,0.014306625
11467,Amazonia,PGM,PGM_342_7,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,11.9,0.011116385
11468,Amazonia,PGM,PGM_547_1,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,18.2,0.02600234
11469,Amazonia,PGM,PGM_547_1,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,16.5,0.021371625
11470,Amazonia,PGM,PGM_549_1,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,11.8,0.01093034
11471,Amazonia,PGM,PGM_549_12,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,11.9,0.011116385
11472,Amazonia,PGM,PGM_549_2,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,12,0.011304
11473,Amazonia,PGM,PGM_549_2,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,10.1,0.008007785
11474,Amazonia,PGM,PGM_549_3,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,10,0.00785
11475,Amazonia,PGM,PGM_549_5,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,10.4,0.00849056
11476,Amazonia,PGM,PGM_549_5,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,10.4,0.00849056
11477,Amazonia,PGM,PGM_549_6,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,13.1,0.013471385
11478,Amazonia,PGM,PGM_549_9,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,14.7,0.016963065
11479,Amazonia,STM,STM_112_12,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,10.9,0.009326585
11480,Amazonia,STM,STM_112_12,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,14,0.015386
11481,Amazonia,STM,STM_236_7,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,23.2,0.04225184
11482,Amazonia,STM,STM_260_5,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,13.3,0.013885865
11483,Amazonia,STM,STM_363_8,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,15.7,0.019349465
11484,Amazonia,STM,STM_399_6,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,12.6,0.01246266
11485,Amazonia,STM,STM_399_6,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,10.1,0.008007785
11486,Amazonia,STM,STM_81_9,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,12,0.011304
11487,Amazonia,STM,STM_81_9,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,13.5,0.014306625
11488,Satlantic,Una,Una_IIFR21,Simaba cedron,Homalolepis cedron,Homalolepis,Simaroubaceae,species,11.61828,0.010596278
11489,Natlantic,PB,PB_MFC6,Hortia brasiliana,Hortia brasiliana,Hortia,Rutaceae,species,79.93630573,0.501600318
11490,Satlantic,Una,Una_118_2,hortia arborea,Hortia brasiliana,Hortia,Rutaceae,species,13,0.0132665
11491,Satlantic,Una,Una_187_3,hortia arborea,Hortia brasiliana,Hortia,Rutaceae,species,46,0.166106
