Biome,Region,Region_Plot,X,Y,PlotSize,BA_ha,fc500,fc1000,fc2000,e_dens500,e_dens1000,e_dens2000,nfrag500,nfrag1000,nfrag2000,lnFL500,lnFL1000,lnFL2000,lnNfrag500,lnNfrag1000,lnNfrag2000,ln_edg500,ln_edg1000,ln_edg2000,CWD,TS,MAP
Amazonia,PGM,PGM_44_4,-46.93731882,-2.580655631,0.25,14.72709298,0.580381807,0.46277613,0.322753176,0.46,0.39,0.25,2,6,37,-0.868410045,-0.621340381,-0.389719488,0.693147181,1.791759469,3.610917913,-0.755022584,-0.916290732,-1.347073648,-350.29169,41.36635,2056
Amazonia,PGM,PGM_44_5,-46.97433778,-2.550278052,0.25,21.0182965,0.315509491,0.319282088,0.279659888,0.23,0.18,0.16,2,4,10,-0.3790805,-0.384607285,-0.328031801,0.693147181,1.386294361,2.302585093,-1.427116356,-1.660731207,-1.771956842,-349.50001,44.61111,2062
Amazonia,PGM,PGM_44_6,-46.95804429,-2.597643892,0.25,12.36599196,0.237680965,0.137088577,0.107499284,0.23,0.12,0.09,5,9,31,-0.27139013,-0.147443232,-0.113727963,1.609437912,2.197224577,3.433987204,-1.427116356,-2.040220829,-2.302585093,-359.29169,41.94152,2056
Amazonia,PGM,PGM_443_1,-47.05616982,-3.433571806,0.25,11.94392258,0.910594914,0.949698383,0.769914281,0.23,0.14,0.09,1,1,1,-2.414577708,-2.989718055,-1.469303348,0,0,0,-1.427116356,-1.897119985,-2.302585093,-561.33332,43.17643,1795
Amazonia,PGM,PGM_443_2,-47.08331859,-3.439199523,0.25,21.06177922,0.730958198,0.629010035,0.612097238,0.13,0.07,0.05,1,1,1,-1.312888514,-0.991580265,-0.947000584,0,0,0,-1.966112856,-2.525728644,-2.813410717,-561.33332,43.03584,1801
Amazonia,PGM,PGM_443_4,-47.08032616,-3.466756713,0.25,21.81792576,0.433722004,0.220377843,0.075133573,0.23,0.14,0.05,2,2,2,-0.568670162,-0.248945891,-0.078105955,0.693147181,0.693147181,0.693147181,-1.427116356,-1.897119985,-2.813410717,-569.33332,46.2372,1811
Amazonia,PGM,PGM_547_1,-48.03800433,-3.723410057,0.25,23.82577992,0.742531603,0.670275545,0.657968071,0.2,0.12,0.12,3,6,21,-1.356858297,-1.109497958,-1.072851187,1.098612289,1.791759469,3.044522438,-1.560647748,-2.040220829,-2.040220829,-499.25001,41.31136,1908
Amazonia,PGM,PGM_547_2,-48.06654267,-3.716013327,0.25,13.79197272,0.776556714,0.831724516,0.872345879,0.39,0.21,0.15,1,1,6,-1.498597651,-1.782152857,-2.058430852,0,0,1.791759469,-0.916290732,-1.514127733,-1.832581464,-495.25001,42.79089,1914
Amazonia,PGM,PGM_547_5,-48.066555,-3.701203013,0.25,18.49579634,0.941775463,0.966985627,0.930803543,0.24,0.14,0.1,1,1,1,-2.843448415,-3.410812267,-2.670805617,0,0,0,-1.386294361,-1.897119985,-2.207274913,-491.25001,41.52399,1917
Amazonia,PGM,PGM_549_1,-48.53407485,-3.789204842,0.25,22.6778336,0.980175405,0.987725167,0.984708578,0,0,0.04,1,1,1,-3.92083194,-4.40020421,-4.180463261,0,0,0,-4.605170186,-4.605170186,-2.995732274,-433.08334,42.33703,2016
Amazonia,PGM,PGM_549_10,-48.52600986,-3.774835814,0.25,28.92350712,0.981468288,0.988775267,0.991792028,0,0,0,1,1,1,-3.988271852,-4.489635632,-4.802649402,0,0,0,-4.605170186,-4.605170186,-4.605170186,-433.08334,42.0745,2021
Amazonia,PGM,PGM_549_12,-48.49511325,-3.747985289,0.25,31.65994804,0.979970032,0.988656428,0.99239325,0,0,0,1,1,1,-3.910525727,-4.479104039,-4.878719268,0,0,0,-4.605170186,-4.605170186,-4.605170186,-430.08334,41.62193,2021
Amazonia,PGM,PGM_549_2,-48.51076002,-3.772295044,0.25,22.03449784,0.980988668,0.988818907,0.992131132,0,0,0,1,1,1,-3.962720057,-4.493531052,-4.844841064,0,0,0,-4.605170186,-4.605170186,-4.605170186,-433.08334,42.07451,2024
Amazonia,PGM,PGM_549_3,-48.49750043,-3.731710124,0.25,21.71433088,0.981642019,0.988862587,0.991616109,0,0,0,1,1,1,-3.997690867,-4.497445298,-4.781443152,0,0,0,-4.605170186,-4.605170186,-4.605170186,-430.08334,42.39066,2028
Amazonia,PGM,PGM_549_4,-48.52727141,-3.738645778,0.25,26.23650864,0.982942829,0.988348459,0.992049212,0,0,0,1,1,1,-4.071184577,-4.452316833,-4.834484236,0,0,0,-4.605170186,-4.605170186,-4.605170186,-430.08334,42.55791,2034
Amazonia,PGM,PGM_549_5,-48.53505765,-3.751172502,0.25,22.93856036,0.981368799,0.988083925,0.991974301,0,0,0,1,1,1,-3.982917631,-4.42986695,-4.825106511,0,0,0,-4.605170186,-4.605170186,-4.605170186,-433.08334,41.74914,2027
Amazonia,PGM,PGM_549_6,-48.4852006,-3.73997735,0.25,33.70513994,0.982416936,0.987757412,0.992038147,0,0,0,1,1,1,-4.040819113,-4.402834586,-4.833093517,0,0,0,-4.605170186,-4.605170186,-4.605170186,-430.08334,42.22954,2019
Amazonia,PGM,PGM_549_7,-48.51563982,-3.784137338,0.25,37.15626684,0.981270261,0.988997885,0.992245494,0,0,0,1,1,1,-3.977642697,-4.509667752,-4.859481185,0,0,0,-4.605170186,-4.605170186,-4.605170186,-433.08334,42.98299,2017
Amazonia,PGM,PGM_549_9,-48.53881672,-3.728801782,0.25,18.22009178,0.98098732,0.987914263,0.991957754,0,0,0,1,1,1,-3.962649154,-4.415729282,-4.823046882,0,0,0,-4.605170186,-4.605170186,-4.605170186,-430.08334,42.22955,2038
Amazonia,PGM,PGM_Extra_1,-48.49195172,-3.771547534,0.25,32.15403018,0.982744078,0.988480739,0.991894698,0,0,0,1,1,1,-4.05959989,-4.463734775,-4.815236864,0,0,0,-4.605170186,-4.605170186,-4.605170186,-433.08334,42.07452,2020
Amazonia,PGM,PGM_Extra_2,-48.47739569,-3.773435192,0.25,20.45844706,0.982759209,0.988475231,0.991919258,0,0,0,1,1,1,-4.060477133,-4.463256734,-4.818271579,0,0,0,-4.605170186,-4.605170186,-4.605170186,-433.08334,42.85942,2010
Amazonia,PGM,PGM_Extra_3,-48.49727984,-3.77970294,0.25,34.42159374,0.983515208,0.987762376,0.991996418,0,0,0,1,1,1,-4.10531702,-4.403240138,-4.827866088,0,0,0,-4.605170186,-4.605170186,-4.605170186,-433.08334,41.74914,2012
Amazonia,PGM,PGM_Extra_4,-48.50137812,-3.794391001,0.25,24.79693796,0.981308537,0.988429371,0.992196395,0,0,0,1,1,1,-3.979688383,-4.459285375,-4.853169473,0,0,0,-4.605170186,-4.605170186,-4.605170186,-435.08334,42.33703,2012
Natlantic,SGD,SGD_C1,-35.86590608,-9.005790568,0.1,51.25870235,0.943697292,0.918937954,0.719485728,0.12,0.14,0.19,1,1,6,-2.877012646,-2.512540418,-1.271130675,0,0,1.791759469,-2.040220829,-1.897119985,-1.609437912,-399.74998,127.58837,1708
Natlantic,SGD,SGD_C15,-35.84323612,-9.005800566,0.1,32.3334592,0.9817963,0.905526774,0.802965053,0.03,0.07,0.23,1,1,6,-4.006130409,-2.359438807,-1.62437417,0,0,1.791759469,-3.218875825,-2.525728644,-1.427116356,-399.74998,129.47154,1704
Natlantic,SGD,SGD_C16,-35.8555861,-9.001620574,0.1,39.74157485,0.844431952,0.80924643,0.749442967,0.25,0.2,0.23,1,2,6,-1.860672035,-1.656772893,-1.384068708,0,0.693147181,1.791759469,-1.347073648,-1.560647748,-1.427116356,-399.74998,129.93807,1720
Natlantic,SGD,SGD_C17,-35.85813609,-9.002400573,0.1,63.96901014,0.811214968,0.831980634,0.748905696,0.19,0.21,0.23,1,2,6,-1.667146308,-1.783676032,-1.381926697,0,0.693147181,1.791759469,-1.609437912,-1.514127733,-1.427116356,-399.74998,129.93807,1720
Natlantic,SGD,SGD_C18,-35.86760608,-9.007670565,0.1,40.23132638,0.981158826,0.934654427,0.710941605,0.04,0.11,0.18,1,2,6,-3.971710698,-2.728065584,-1.241126552,0,0.693147181,1.791759469,-2.995732274,-2.120263536,-1.660731207,-399.74998,129.23433,1733
Natlantic,SGD,SGD_C19,-35.86888607,-9.01106056,0.1,77.5217958,0.98032044,0.910913436,0.702495759,0.03,0.09,0.16,1,4,6,-3.928174745,-2.418146753,-1.212326799,0,1.386294361,1.791759469,-3.218875825,-2.302585093,-1.771956842,-399.74998,129.09356,1744
Natlantic,SGD,SGD_C2,-35.8547761,-9.002900572,0.1,38.54274671,0.95240642,0.853608591,0.739860074,0.18,0.16,0.23,1,2,6,-3.045057401,-1.921471361,-1.346535616,0,0.693147181,1.791759469,-1.660731207,-1.771956842,-1.427116356,-399.74998,129.93807,1720
Natlantic,SGD,SGD_C20,-35.86652608,-9.00484057,0.1,32.31319278,0.929787886,0.915285702,0.726708794,0.13,0.14,0.2,1,1,5,-2.656234419,-2.468470884,-1.297217364,0,0,1.609437912,-1.966112856,-1.897119985,-1.560647748,-399.74998,127.58837,1708
Natlantic,SGD,SGD_C21,-35.87040607,-9.007540566,0.1,40.21950816,0.982231307,0.957115831,0.724512524,0,0.1,0.19,1,1,5,-4.03031719,-3.149252542,-1.289213111,0,0,1.609437912,-4.605170186,-2.207274913,-1.609437912,-399.74998,129.23433,1733
Natlantic,SGD,SGD_C22,-35.86635608,-9.003510572,0.1,48.26103855,0.881879016,0.893516353,0.738343057,0.18,0.17,0.21,1,1,5,-2.136045892,-2.239763855,-1.340721011,0,0,1.609437912,-1.660731207,-1.714798428,-1.514127733,-399.74998,127.58837,1708
Natlantic,SGD,SGD_C23,-35.86852607,-9.001980575,0.1,41.827304,0.898250496,0.852047693,0.740614181,0.19,0.23,0.24,1,1,5,-2.285241329,-1.910865307,-1.349438677,0,0,1.609437912,-1.609437912,-1.427116356,-1.386294361,-399.74998,129.23433,1733
Natlantic,SGD,SGD_C24,-35.86628608,-9.000980576,0.1,29.27528494,0.793507597,0.842934707,0.732490428,0.32,0.27,0.24,1,1,7,-1.577491657,-1.851093681,-1.31859993,0,0,1.945910149,-1.108662625,-1.272965676,-1.386294361,-399.74998,127.58837,1708
Natlantic,SGD,SGD_C25,-35.87175607,-9.002180574,0.1,49.27466195,0.954829609,0.783761246,0.749496799,0.12,0.22,0.25,1,1,4,-3.097313473,-1.531372139,-1.38428358,0,0,1.386294361,-2.040220829,-1.46967597,-1.347073648,-399.74998,129.23433,1733
Natlantic,SGD,SGD_C26,-35.86386608,-9.006910566,0.1,47.40356735,0.956203223,0.893256568,0.720476031,0.09,0.14,0.19,1,2,6,-3.128195049,-2.237327156,-1.274667233,0,0.693147181,1.791759469,-2.302585093,-1.897119985,-1.609437912,-399.74998,127.58837,1708
Natlantic,SGD,SGD_C27,-35.87140607,-9.009540562,0.1,32.3332285,0.981351033,0.9647633,0.715277106,0,0.07,0.18,1,1,5,-3.981964523,-3.345667126,-1.256238873,0,0,1.609437912,-4.605170186,-2.525728644,-1.660731207,-399.74998,129.09356,1744
Natlantic,SGD,SGD_C28,-35.86154609,-8.996970582,0.1,39.48141808,0.632209492,0.640136741,0.727041601,0.45,0.38,0.26,1,2,12,-1.000241775,-1.022031156,-1.29843588,0,0.693147181,2.48490665,-0.776528789,-0.94160854,-1.30933332,-396.33332,128.6019,1665
Natlantic,SGD,SGD_C29,-35.86852607,-9.003570572,0.1,63.96901014,0.948472986,0.892672451,0.740100727,0.14,0.19,0.22,1,1,5,-2.965649065,-2.231869915,-1.347461135,0,0,1.609437912,-1.897119985,-1.609437912,-1.46967597,-399.74998,129.23433,1733
Natlantic,SGD,SGD_C3,-35.84257612,-9.000230575,0.1,25.9101496,0.971620949,0.928278158,0.740612583,0.07,0.14,0.24,2,2,16,-3.562104047,-2.634959947,-1.349432516,0.693147181,0.693147181,2.772588722,-2.525728644,-1.897119985,-1.386294361,-399.74998,129.47154,1704
Natlantic,SGD,SGD_C30,-35.86380608,-9.009370562,0.1,77.5217958,0.983633497,0.849523562,0.731856771,0.07,0.13,0.19,1,3,6,-4.112518533,-1.893948765,-1.316234005,0,1.098612289,1.791759469,-2.525728644,-1.966112856,-1.609437912,-399.74998,128.65489,1745
Natlantic,SGD,SGD_C4,-35.84323612,-9.00347057,0.1,46.5299487,0.982084544,0.960779564,0.780054167,0,0.1,0.23,1,2,14,-4.022091475,-3.238557341,-1.514373977,0,0.693147181,2.63905733,-4.605170186,-2.207274913,-1.427116356,-399.74998,129.47154,1704
Natlantic,SGD,SGD_P34,-36.10612569,-9.016790572,0.1,34.472,0.219681878,0.16332654,0.083721759,0.17,0.13,0.07,2,8,15,-0.248053594,-0.178321416,-0.087435204,0.693147181,2.079441542,2.708050201,-1.714798428,-1.966112856,-2.525728644,-443.58334,140.92229,1416
Natlantic,SGD,SGD_P35,-36.1030057,-9.01217058,0.1,28.55,0.461420506,0.205651916,0.078818766,0.33,0.17,0.07,3,4,14,-0.618820172,-0.230233521,-0.082098482,1.098612289,1.386294361,2.63905733,-1.078809661,-1.714798428,-2.525728644,-443.58334,142.51727,1414
Natlantic,SGD,SGD_P37,-36.00996585,-8.995030599,0.1,23.935,0.026895527,0.038119306,0.049719278,0.03,0.04,0.05,5,10,20,-0.027263831,-0.038864855,-0.050997841,1.609437912,2.302585093,2.995732274,-3.218875825,-2.995732274,-2.813410717,-433.24999,142.85178,1524
Natlantic,SGD,SGD_P39,-36.01050585,-9.001450588,0.1,7.843,0.040345474,0.033986237,0.085767258,0.04,0.03,0.09,1,9,32,-0.041181928,-0.034577197,-0.089670099,0,2.197224577,3.465735903,-2.995732274,-3.218875825,-2.302585093,-446.58334,143.18018,1524
Natlantic,SGD,SGD_P40,-36.02163583,-8.992930603,0.1,12.968,0.334870633,0.098057505,0.032499502,0.33,0.1,0.03,6,6,15,-0.40777372,-0.103204514,-0.033039339,1.791759469,1.791759469,2.708050201,-1.078809661,-2.207274913,-3.218875825,-433.24999,143.95128,1512
Natlantic,SGD,SGD_P41,-36.03705581,-8.996730599,0.1,8.739,0.018620001,0.00728436,0.034458908,0.02,0.01,0.03,2,2,13,-0.018795536,-0.00731102,-0.035066618,0.693147181,0.693147181,2.564949357,-3.506557897,-3.912023005,-3.218875825,-433.24999,142.93195,1486
Natlantic,SGD,SGD_P45,-36.05256578,-8.96013066,0.1,35.573,0.403857359,0.200005429,0.192041099,0.29,0.16,0.17,1,5,31,-0.51727531,-0.223150338,-0.213244087,0,1.609437912,3.433987204,-1.203972804,-1.771956842,-1.714798428,-434.24999,142.71714,1407
Natlantic,SGD,SGD_P47,-35.89089604,-8.983050608,0.1,41.033,0.20411307,0.219867749,0.244331528,0.21,0.18,0.16,2,7,10,-0.228298151,-0.248291821,-0.280152528,0.693147181,1.945910149,2.302585093,-1.514127733,-1.660731207,-1.771956842,-377.74998,133.77106,1707
Natlantic,SGD,SGD_P48,-36.00577586,-8.913500732,0.1,55.764,0.227996401,0.146379819,0.275644661,0.23,0.15,0.2,3,8,30,-0.258766067,-0.158268937,-0.322473207,1.098612289,2.079441542,3.401197382,-1.427116356,-1.832581464,-1.560647748,-535.91666,143.14845,1269
Natlantic,SGD,SGD_P49,-35.99771588,-8.911980734,0.1,17.697,0.013451564,0.044976648,0.227961132,0.01,0.05,0.14,2,3,23,-0.013542856,-0.046019486,-0.258720383,0.693147181,1.098612289,3.135494216,-3.912023005,-2.813410717,-1.897119985,-514.99998,143.65888,1245
Natlantic,SGD,SGD_P50,-36.01384585,-8.902540751,0.1,23.26,0.547876161,0.311679176,0.211863612,0.4,0.24,0.17,2,7,34,-0.793799157,-0.373500236,-0.238084123,0.693147181,1.945910149,3.526360525,-0.891598119,-1.386294361,-1.714798428,-535.91666,142.40361,1272
Natlantic,SGD,SGD_P51,-36.01691585,-8.907910742,0.1,24.504,0.321286068,0.424204044,0.271615727,0.29,0.33,0.22,1,7,37,-0.387555548,-0.552001924,-0.316926523,0,1.945910149,3.610917913,-1.203972804,-1.078809661,-1.46967597,-535.91666,142.80205,1223
Natlantic,SGD,SGD_P52,-35.93408598,-8.922450711,0.1,25.031,0.685461562,0.472437193,0.334517599,0.37,0.33,0.23,3,6,14,-1.156648991,-0.639487355,-0.407243086,1.098612289,1.791759469,2.63905733,-0.967584026,-1.078809661,-1.427116356,-434.33332,139.22404,1421
Natlantic,SGD,SGD_P53,-35.94390596,-8.91735072,0.1,23.445,0.722141202,0.379240631,0.258750046,0.32,0.24,0.18,1,3,11,-1.280642215,-0.476811762,-0.299417391,0,1.098612289,2.397895273,-1.108662625,-1.386294361,-1.660731207,-434.33332,139.12062,1401
Natlantic,SGD,SGD_P54,-35.92318599,-8.924670706,0.1,39.789,0.412071885,0.222378254,0.308596885,0.3,0.18,0.21,4,8,18,-0.531150592,-0.251515061,-0.369032246,1.386294361,2.079441542,2.890371758,-1.171182982,-1.660731207,-1.514127733,-434.33332,136.69807,1480
Natlantic,SGD,SGD_P55,-35.93403598,-8.927330703,0.1,29.468,0.565861747,0.363667904,0.261808542,0.29,0.26,0.18,2,7,18,-0.83439224,-0.452034688,-0.30355206,0.693147181,1.945910149,2.890371758,-1.203972804,-1.30933332,-1.660731207,-434.33332,138.04574,1470
Natlantic,SGD,SGD_P57,-36.02632583,-8.917880727,0.1,45.507,0.581398648,0.46001197,0.361732539,0.47,0.38,0.28,3,10,28,-0.870836239,-0.616208306,-0.448997866,1.098612289,2.302585093,3.33220451,-0.733969175,-0.94160854,-1.237874356,-465.24999,141.36443,1284
Amazonia,STM,STM_112_12,-54.45193796,-2.693105196,0.25,17.58974306,0.945050002,0.658547316,0.731709759,0.21,0.23,0.23,1,4,8,-2.901331635,-1.074546163,-1.315685896,0,1.386294361,2.079441542,-1.514127733,-1.427116356,-1.427116356,-323.08333,64.73135,1899
Amazonia,STM,STM_112_8,-54.49581566,-2.693621459,0.25,19.87305372,0.866609236,0.559198221,0.443846026,0.19,0.2,0.2,2,10,26,-2.014472383,-0.819159985,-0.586710091,0.693147181,2.302585093,3.258096538,-1.609437912,-1.560647748,-1.560647748,-323.08333,63.9602,1916
Amazonia,STM,STM_125_10,-54.58633386,-2.815724124,0.25,24.6469904,0.83786201,0.681960809,0.497675631,0.27,0.17,0.18,1,7,30,-1.819307516,-1.145580662,-0.688509215,0,1.945910149,3.401197382,-1.272965676,-1.714798428,-1.660731207,-335.12499,60.67175,1866
Amazonia,STM,STM_125_9,-54.56871082,-2.804451893,0.25,14.97802608,0.846698048,0.613291532,0.472135591,0.18,0.15,0.19,3,4,29,-1.87534576,-0.950084182,-0.638915829,1.098612289,1.386294361,3.36729583,-1.660731207,-1.832581464,-1.609437912,-332.12499,61.18156,1876
Amazonia,STM,STM_129_5,-54.748966,-2.714720625,0.25,17.7109816,0.688706612,0.544363928,0.301106839,0.26,0.25,0.17,1,2,15,-1.167019442,-0.786060876,-0.358257394,0,0.693147181,2.708050201,-1.30933332,-1.347073648,-1.714798428,-344.12499,65.34725,1971
Amazonia,STM,STM_157_2,-54.46485474,-2.832239829,0.25,13.33855986,0.948155911,0.749736271,0.749211556,0.09,0.22,0.18,1,6,35,-2.959514353,-1.385240001,-1.383145548,0,1.791759469,3.555348061,-2.302585093,-1.46967597,-1.660731207,-328.58333,58.05398,1796
Amazonia,STM,STM_157_3,-54.48378174,-2.833935323,0.25,21.80975234,0.817333315,0.747547161,0.707182423,0.28,0.16,0.15,1,11,41,-1.70009218,-1.376530824,-1.228205468,0,2.397895273,3.713572067,-1.237874356,-1.771956842,-1.832581464,-328.58333,59.74695,1803
Amazonia,STM,STM_157_4,-54.48591111,-2.817707045,0.25,29.81058852,0.977258317,0.98723585,0.949155777,0,0,0.06,1,1,4,-3.783555783,-4.361114819,-2.978988772,0,0,1.386294361,-4.605170186,-4.605170186,-2.659260037,-328.58333,58.88484,1824
Amazonia,STM,STM_157_5,-54.50193948,-2.823052695,0.25,19.75731332,0.98092512,0.98833052,0.98916216,0,0,0.01,1,1,1,-3.959382993,-4.450778392,-4.524711565,0,0,0,-4.605170186,-4.605170186,-3.912023005,-330.62499,60.5092,1820
Amazonia,STM,STM_157_6,-54.51969397,-2.808162779,0.25,24.781979,0.984664544,0.975133716,0.769207682,0,0.03,0.11,1,1,4,-4.177587746,-3.694242449,-1.466237029,0,0,1.386294361,-4.605170186,-3.218875825,-2.120263536,-330.62499,59.75328,1841
Amazonia,STM,STM_160_10,-54.88269003,-2.819259596,0.25,24.81539174,0.96487019,0.969205678,0.928376479,0.15,0.13,0.21,1,1,5,-3.348705221,-3.480424957,-2.636331753,0,0,1.609437912,-1.832581464,-1.966112856,-1.514127733,-330.12499,61.43486,1896
Amazonia,STM,STM_165_1,-55.02935691,-2.813297731,0.25,13.13412388,0.962347069,0.835471587,0.666130252,0.14,0.35,0.23,1,6,15,-3.279344479,-1.804672,-1.097004338,0,1.791759469,2.708050201,-1.897119985,-1.021651248,-1.427116356,-340.70834,62.21146,1864
Amazonia,STM,STM_165_3,-55.01347494,-2.835531213,0.25,14.16278474,0.981624215,0.979273137,0.976973943,0,0.09,0.11,1,1,4,-3.996721514,-3.876324691,-3.771128791,0,0,1.386294361,-4.605170186,-2.302585093,-2.120263536,-340.70834,61.55037,1860
Amazonia,STM,STM_165_4,-55.01436091,-2.811572341,0.25,26.1517569,0.973271168,0.955055567,0.939876095,0.08,0.16,0.17,1,4,8,-3.622012446,-3.102328374,-2.811347763,0,1.386294361,2.079441542,-2.407945609,-1.771956842,-1.714798428,-340.70834,61.7347,1874
Amazonia,STM,STM_165_5,-55.01144033,-2.821079155,0.25,34.50852464,0.951836723,0.958401006,0.959761749,0.13,0.16,0.15,2,3,6,-3.033158436,-3.179679295,-3.212937218,0.693147181,1.098612289,1.791759469,-1.966112856,-1.771956842,-1.832581464,-340.70834,61.13045,1870
Amazonia,STM,STM_165_6,-55.02923192,-2.828776982,0.25,16.38165158,0.906573422,0.932586993,0.830660107,0.28,0.24,0.22,1,1,8,-2.370579413,-2.696917297,-1.775847383,0,0,2.079441542,-1.237874356,-1.386294361,-1.46967597,-340.70834,63.01004,1859
Amazonia,STM,STM_165_7,-55.02173968,-2.835057189,0.25,12.7002324,0.976091943,0.981648694,0.960319171,0.12,0.07,0.15,1,1,5,-3.733539764,-3.998054535,-3.226887105,0,0,1.609437912,-2.040220829,-2.525728644,-1.832581464,-340.70834,61.58727,1862
Amazonia,STM,STM_199_3,-54.83429154,-2.852249758,0.25,16.21335546,0.818118,0.662333504,0.593698569,0.17,0.18,0.29,1,2,22,-1.704397154,-1.085696569,-0.900659954,0,0.693147181,3.091042453,-1.714798428,-1.660731207,-1.203972804,-335.12499,62.37714,1892
Amazonia,STM,STM_236_2,-54.71894293,-2.947722221,0.25,22.79569664,0.910088261,0.678610865,0.545975881,0.19,0.1,0.13,4,6,31,-2.408926768,-1.135102631,-0.789604957,1.386294361,1.791759469,3.433987204,-1.609437912,-2.207274913,-1.966112856,-325.54166,61.45952,1857
Amazonia,STM,STM_236_3,-54.73964688,-2.944998411,0.25,33.2015122,0.594333781,0.577252141,0.528848733,0.16,0.2,0.25,1,2,31,-0.902224578,-0.860979356,-0.752576075,0,0.693147181,3.433987204,-1.771956842,-1.560647748,-1.347073648,-325.54166,61.9506,1850
Amazonia,STM,STM_236_5,-54.73523977,-2.972190792,0.25,17.61296964,0.822564975,0.692019271,0.657551814,0.23,0.23,0.26,2,14,33,-1.729150793,-1.177718066,-1.071634914,0.693147181,2.63905733,3.496507561,-1.427116356,-1.427116356,-1.30933332,-327.54166,60.88207,1831
Amazonia,STM,STM_236_6,-54.76218233,-2.984043422,0.25,23.75478452,0.881813492,0.795751355,0.783291511,0.14,0.16,0.22,1,3,17,-2.135491326,-1.588417179,-1.529202197,0,1.098612289,2.833213344,-1.897119985,-1.771956842,-1.46967597,-324.54166,61.15678,1833
Amazonia,STM,STM_236_7,-54.71619215,-2.96062551,0.25,19.4092506,0.966662814,0.938783005,0.758698288,0.11,0.1,0.18,2,2,20,-3.401081808,-2.793330432,-1.421707211,0.693147181,0.693147181,2.995732274,-2.120263536,-2.207274913,-1.660731207,-327.54166,60.30696,1832
Amazonia,STM,STM_260_1,-54.89504555,-3.00266021,0.25,19.7581831,0.714903992,0.609737257,0.496216954,0.14,0.09,0.11,1,1,11,-1.254929285,-0.940935067,-0.685609568,0,0,2.397895273,-1.897119985,-2.302585093,-2.120263536,-325.54166,61.02657,1861
Amazonia,STM,STM_260_3,-54.90196071,-3.021677755,0.25,23.92886552,0.415937108,0.428245951,0.568115649,0.18,0.11,0.12,1,2,11,-0.53774661,-0.559046364,-0.839597433,0,0.693147181,2.397895273,-1.660731207,-2.120263536,-2.040220829,-325.54166,60.69047,1857
